question,cluster,key
In your home: A room of your own,4,ST011Q02TA
In your home: Classic literature (e.g.  Shakespeare ),4,ST011Q07TA
In your home: Works of art (e.g. paintings),4,ST011Q09TA
In your home: A dictionary,4,ST011Q12TA
In your home:  Country-specific wealth item 1 ,4,ST011D17TA
In your home:  Country-specific wealth item 2 ,4,ST011D18TA
In your home:  Country-specific wealth item 3 ,4,ST011D19TA
How many in your home: Cars,4,ST012Q02TA
How many in your home: Rooms with a bath or shower,4,ST012Q03TA
"How many in your home: Musical instruments (e.g. guitar, piano)",4,ST012Q09NA
In what country were you and your parents born? You,4,ST019AQ01T
In what country were you and your parents born? Mother,4,ST019BQ01T
In what country were you and your parents born? Father,4,ST019CQ01T
What language do you speak at home most of the time?,4,ST022Q01TA
Which language do you usually speak with: My mother,4,ST023Q01TA
Which language do you usually speak with: My father,4,ST023Q02TA
Which language do you usually speak with: My brother(s) and/or sister(s),4,ST023Q03TA
Which language do you usually speak with: My best friend,4,ST023Q04TA
How much do you agree or disagree? I read only if I have to.,4,ST160Q01IA
How much do you agree or disagree? Reading is one of my favourite hobbies.,4,ST160Q02IA
How much do you agree or disagree? I like talking about books with other people.,4,ST160Q03IA
How much do you agree or disagree? I read only to get information that I need.,4,ST160Q05IA
"How often involved in:  Chat on line  (e.g.  Whatsapp ,  Messenger )",4,ST176Q02IA
How often involved in: Taking part in online group discussions or forums,4,ST176Q06IA
"How often involved in: Searching for practical information online (e.g. schedules, events, tips, recipes)",4,ST176Q07IA
Agree: I find it difficult to answer questions about a text.,4,ST161Q08HA
How appropriate in reaction to this email: Answer the email and ask for more information about the smartphone,4,ST166Q01HA
How appropriate in reaction to this email: Check the sender's email address,4,ST166Q02HA
How appropriate in reaction to this email: Click on the link to fill out the form as soon as possible,4,ST166Q03HA
How appropriate in reaction to this email: Delete the email without clicking on the link,4,ST166Q04HA
How appropriate in reaction to this email: Check the website of the mobile phone operator to see whether [...],4,ST166Q05HA
"Overall, how satisfied are you with your life as a whole these days?",4,ST016Q01NA
Do you expect to complete?    level 2 ,4,ST225Q01HA
Agree: I enjoy working in situations involving competition with others.,4,ST181Q02HA
Agree: It is important for me to perform better than other people on a task.,4,ST181Q03HA
Agree: I try harder when Im in competition with other people.,4,ST181Q04HA
Agree: I find satisfaction in working as hard as I can.,4,ST182Q03HA
"Agree: Once I start a task, I persist until it is finished.",4,ST182Q04HA
Agree: Part of the enjoyment I get from doing things is when I improve on my past performance.,4,ST182Q05HA
"Agree: If I am not good at something, I would rather keep struggling to master it than move on to something I may [...]",4,ST182Q06HA
"Agree: When I am failing, I worry about what others think of me.",4,ST183Q01HA
"Agree: When I am failing, I am afraid that I might not have enough talent.",4,ST183Q02HA
"Agree: When I am failing, this makes me doubt my plans for the future.",4,ST183Q03HA
Agree: Your intelligence is something about you that you can't change very much.,4,ST184Q01HA
Agree: My life has clear meaning or purpose.,4,ST185Q01HA
Agree: I have discovered a satisfactory meaning in life.,4,ST185Q02HA
Agree: I have a clear sense of what gives meaning to my life.,4,ST185Q03HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Happy,4,ST186Q05HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Scared,4,ST186Q06HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Lively,4,ST186Q07HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Miserable,4,ST186Q10HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Proud,4,ST186Q09HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Afraid,4,ST186Q02HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Joyful,4,ST186Q01HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Sad,4,ST186Q08HA
Thinking about yourself and how you normally feel: how often do you feel as described below? Cheerful,4,ST186Q03HA
How true for you: My goal is to learn as much as possible.,4,ST208Q01HA
How true for you: My goal is to completely master the material presented in my classes.,4,ST208Q02HA
Agree: I usually manage one way or another.,4,ST188Q01HA
Agree: I feel proud that I have accomplished things.,4,ST188Q02HA
Agree: I feel that I can handle many things at a time.,4,ST188Q03HA
Agree: My belief in myself gets me through hard times.,4,ST188Q06HA
"Agree: When Im in a difficult situation, I can usually find my way out of it.",4,ST188Q07HA
How easy to perform on your own: Explain how carbon-dioxide emissions affect global climate change,4,ST196Q02HA
How easy to perform on your own: Establish a connection between prices of textiles and working conditions in the [...],4,ST196Q03HA
How easy to perform on your own: Discuss the different reasons why people become refugees,4,ST196Q04HA
How easy to perform on your own: Explain why some countries suffer more from global climate change than others,4,ST196Q05HA
How easy to perform on your own: Explain how economic crises in single countries affect the global economy,4,ST196Q06HA
How easy to perform on your own: Discuss the consequences of economic development on the environment,4,ST196Q07HA
How informed are you about the following topics? Climate change and global warming,4,ST197Q01HA
How informed are you about the following topics? Global health (e.g. epidemics),4,ST197Q02HA
How informed are you about the following topics? Migration (movement of people),4,ST197Q04HA
How informed are you about the following topics? International conflicts,4,ST197Q07HA
How informed are you about the following topics? Hunger or malnutrition in different parts of the world,4,ST197Q08HA
How informed are you about the following topics? Causes of poverty,4,ST197Q09HA
How informed are you about the following topics? Equality between men and women in different parts of the world,4,ST197Q12HA
How well does the following describe you: I try to look at everybody's side of a disagreement before I make a decision.,4,ST215Q01HA
How well does the following describe you: I believe that there are two sides to every question and try to look at [...],4,ST215Q02HA
How well does the following describe you: I sometimes try to understand my friends better by imagining how things [...],4,ST215Q03HA
"How well does the following describe you: Before criticizing somebody, I try to imagine how I would feel if I were [...]",4,ST215Q04HA
"How well does the following describe you: When I'm upset at someone, I try to take the perspective of that person [...]",4,ST215Q05HA
How well does the following describe you: I can deal with unusual situations.,4,ST216Q01HA
How well does the following describe you: I can change my behaviour to meet the needs of new situations.,4,ST216Q02HA
How well does the following describe you: I can adapt to different situations even when under stress or pressure.,4,ST216Q03HA
How well does the following describe you: I can adapt easily to a new culture.,4,ST216Q04HA
"How well does the following describe you: When encountering difficult situations with other people, I can think of [...]",4,ST216Q05HA
How well does the following describe you: I am capable of overcoming my difficulties in interacting with people [...],4,ST216Q06HA
Intercultural communication: I carefully observe their reactions.,4,ST218Q01HA
Intercultural communication: I frequently check that we are understanding each other correctly.,4,ST218Q02HA
Intercultural communication: I listen carefully to what they say.,4,ST218Q03HA
Intercultural communication: I choose my words carefully.,4,ST218Q04HA
Intercultural communication: I give concrete examples to explain my ideas.,4,ST218Q05HA
Intercultural communication: I explain things very carefully.,4,ST218Q06HA
"Intercultural communication: If there is a problem with communication, I find ways around it [...]",4,ST218Q07HA
Involved in: I reduce the energy I use at home [...] to protect the environment.,4,ST222Q01HA
"Involved in: I choose certain products for ethical or environmental reasons, even if they are a bit more expensive.",4,ST222Q03HA
Involved in: I sign environmental or social petitions online.,4,ST222Q04HA
Involved in: I keep myself informed about world events via  Twitter  or  Facebook .,4,ST222Q05HA
"Involved in: I boycott products or companies for political, ethical or environmental reasons.",4,ST222Q06HA
Involved in: I participate in activities promoting equality between men and women.,4,ST222Q08HA
Involved in: I participate in activities in favour of environmental protection.,4,ST222Q09HA
"Involved in: I regularly read websites on international social issues (e.g. poverty, human rights).",4,ST222Q10HA
How well does the following describe you: I want to learn how people live in different countries.,4,ST214Q01HA
How well does the following describe you: I want to learn more about the religions of the world.,4,ST214Q02HA
How well does the following describe you: I am interested in how people from various cultures see the world.,4,ST214Q03HA
How well does the following describe you: I am interested in finding out about the traditions of other cultures.,4,ST214Q06HA
Do you have contact with people from other countries? In your family,4,ST220Q01HA
Do you have contact with people from other countries? At school,4,ST220Q02HA
Do you have contact with people from other countries? In your neighbourhood,4,ST220Q03HA
Do you have contact with people from other countries? In your circle of friends,4,ST220Q04HA
How well does the following describe you: I respect people from other cultures as equal human beings.,4,ST217Q01HA
How well does the following describe you: I treat all people with respect regardless of their cultural background.,4,ST217Q02HA
How well does the following describe you: I give space to people from other cultures to express themselves.,4,ST217Q03HA
How well does the following describe you: I respect the values of people from different cultures.,4,ST217Q04HA
How well does the following describe you: I value the opinions of people from different cultures.,4,ST217Q05HA
Agree: I think of myself as a citizen of the world.,4,ST219Q01HA
"Agree: When I see the poor conditions that some people in the world live under, I feel a responsibility to do [...]",4,ST219Q02HA
Agree: I think my behaviour can impact people in other countries.,4,ST219Q03HA
Agree: It is right to boycott companies that are known to provide poor workplace conditions for their employees.,4,ST219Q04HA
Agree: I can do something about the problems of the world.,4,ST219Q05HA
Agree: Looking after the global environment is important to me.,4,ST219Q06HA
Agree: Immigrants who live in a country for several years should have the opportunity to vote in elections.,4,ST204Q03HA
Agree: Immigrants should have the opportunity to continue their own customs and lifestyle.,4,ST204Q04HA
Agree: Immigrants should have all the same rights that everyone else in the country has.,4,ST204Q05HA
How many languages [...] do you and your parents speak well enough to converse with others? You,4,ST177Q01HA
How many languages [...] do you and your parents speak well enough to converse with others? Your mother,4,ST177Q02HA
How many languages [...] do you and your parents speak well enough to converse with others? Your father,4,ST177Q03HA
Find out about future study or types of work: I did an internship.,4,EC150Q01WA
Find out about future study or types of work: I attended  job shadowing or work-site visits .,4,EC150Q02WA
Find out about future study or types of work: I visited a  job fair .,4,EC150Q03WA
Find out about future study or types of work: I completed a questionnaire to find out about my interests and abilities.,4,EC150Q06WA
Find out about future study or types of work: I researched the Internet for information about careers.,4,EC150Q07WA
Find out about future study or types of work: I went to an organised tour in an    3-5  institution.,4,EC150Q08WA
Find out about future study or types of work: I researched the Internet for information about    3-5  programmes.,4,EC150Q09WA
What do you think you will be doing 5 years from now?,4,EC152Q01HA
Importance for decisions about future occupation: My parents' or guardians' expectations about my occupation,4,EC153Q01HA
Importance for decisions about future occupation: Employment opportunities for the occupation I want,4,EC153Q10HA
How is your health?,4,WB150Q01HA
Encountered in a school lesson in the last 12 months: Discussing the rights of consumers when dealing with [...],4,FL166Q05HA
"Get information about money matters (spending, saving, banking, investment): Parents/guardians or other adult relations",4,FL153Q01HA
"Get information about money matters (spending, saving, banking, investment): Friends",4,FL153Q02HA
"Get information about money matters (spending, saving, banking, investment): Television or radio",4,FL153Q03HA
"Get information about money matters (spending, saving, banking, investment): The Internet",4,FL153Q04HA
"Get information about money matters (spending, saving, banking, investment): Magazines",4,FL153Q05HA
Discuss the following with your parents (or guardians or relatives): Your spending decisions,4,FL167Q01HA
Discuss the following with your parents (or guardians or relatives): Your savings decisions,4,FL167Q02HA
Discuss the following with your parents (or guardians or relatives): The family budget,4,FL167Q03HA
Discuss the following with your parents (or guardians or relatives): Money for things you want to buy,4,FL167Q04HA
Discuss the following with your parents (or guardians or relatives): News related to economics or finance,4,FL167Q05HA
Do you get money from any of these sources? An allowance or pocket money for regularly doing chores at home,4,FL156Q01TA
"Do you get money from any of these sources? An allowance or pocket money, without having to do any chores",4,FL156Q02TA
Do you get money from any of these sources? Working in a family business,4,FL156Q04TA
Do you get money from any of these sources? Occasional informal jobs (e.g. baby-sitting or gardening),4,FL156Q05TA
Do you get money from any of these sources? Gifts from friends or relatives,4,FL156Q06TA
Do you get money from any of these sources? Selling things (e.g. at local markets or on [eBay]),4,FL156Q07HA
Agree: I can decide independently what to spend my money on.,4,FL159Q01HA
"Agree: I can spend small amounts of my money independently, but for larger amounts I need to ask my parents or [...]",4,FL159Q02HA
Agree: I need to ask my parents or guardians for permission before I spend any money on my own.,4,FL159Q03HA
Agree: I am responsible for my own money matters (e.g. for preventing theft).,4,FL159Q04HA
Think about buying a new product from your allowance: Compare prices in different shops,4,FL160Q01HA
Think about buying a new product from your allowance: Compare prices between a shop and an online shop,4,FL160Q02HA
Think about buying a new product from your allowance: Buy the product without comparing prices,4,FL160Q03HA
Think about buying a new product from your allowance: Wait until the product gets cheaper before buying it,4,FL160Q04HA
"Do you have any of the following things? An account with a [bank, building society, post office or credit union]",4,FL161Q01HA
Do you have any of the following things? A payment card/debit card,4,FL161Q02HA
Do you have any of the following things? A mobile app to access your account,4,FL161Q03HA
Confidence about doing the following: Making a money transfer (e.g. paying a bill),4,FL162Q01HA
Confidence about doing the following: Filling in forms at the bank,4,FL162Q02HA
Confidence about doing the following: Understanding bank statements,4,FL162Q03HA
Confidence about doing the following: Keeping track of my account balance,4,FL162Q05HA
Confidence about doing the following: Planning my spending with consideration of my current financial situation,4,FL162Q06HA
In the last 12 months: Checked that you were given the right change when you bought something,4,FL168Q01HA
How much effort would you have invested?,4,EFFORT2
ISCO-08 Occupation code - Mother,4,OCOD1
ISCO-08 Occupation code - Father,4,OCOD2
ISCO-08 Occupation code - Self,4,OCOD3
Unique national study programme code,4,PROGN
Country of Birth National Categories- Self,4,COBN_S
Country of Birth National Categories- Mother,4,COBN_M
Country of Birth National Categories- Father,4,COBN_F
  designation,4,ISCEDD
  orientation,4,ISCEDO
ISEI of mother,4,BMMJ1
ISEI of father,4,BFMJ2
Index highest parental occupational status,4,HISEI
Index Immigration status,4,IMMIG
Familiarity with concepts of finance (Sum),4,FCFMLRTY
"Index of economic, social and cultural status",4,ESCS
Home possessions (WLE),4,HOMEPOS
Cultural possessions at home (WLE),4,CULTPOSS
Family wealth (WLE),4,WEALTH
Perceived feedback (WLE),4,PERFEED
Competitiveness (WLE),4,COMPETE
General fear of failure (WLE),4,GFOFAIL
Eudaemonia: meaning in life (WLE),4,EUDMO
Subjective well-being: Positive affect (WLE),4,SWBP
Resilience (WLE),4,RESILIENCE
Self-efficacy regarding global issues (WLE),4,GCSELFEFF
Perspective-taking (WLE),4,PERSPECT
Respect for people from other cultures (WLE),4,RESPECT
Awareness of intercultural communication (WLE),4,AWACOM
Global-mindedness (WLE),4,GLOBMIND
Confidence about financial matters (WLE),4,FLCONFIN
REP_BWGT: RANDOMLY ASSIGNED UNIT NUMBER,4,UNIT
RANDOMIZED FINAL VARIANCE STRATUM (1-80),4,WVARSTRR
Senate Weight (sum of 5000 per country),4,SENWT
